,Symbol,Company,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type,currentprice,movingaverage
8,PGR,PROGRESSIVE CORP/OH/,Mascaro Daniel P,"Vice Pres, Secretary and CLO","Apr 21, 2022",$113.59,558,63383,39445,"Apr 22, 2022, 03:41 PM",sell,107.91500091552734,101.27858322991266
9,CLNN,Clene Inc.,General Resonance LLC,10% Owner,"Apr 21, 2022",$3.01,132891,400002,15742030,"Apr 22, 2022, 03:18 PM",sell,2.930000066757202,4.8786666684680515
10,AIR,AAR CORP,Holmes John McClain III,President & CEO,"Apr 20, 2022",$51.19,25000,1279842,244041,"Apr 22, 2022, 03:04 PM",sell,47.189998626708984,38.9632777955797
11,MLAB,MESA LABORATORIES INC /CO/,Sakys John,CFO,"Apr 20, 2022",$250.44,72,18032,7514,"Apr 22, 2022, 01:17 PM",sell,231.49000549316406,287.3621114095052
12,CAT,CATERPILLAR INC,Long Suzette M,CLO/General Counsel,"Apr 20, 2022",$235.00,3816,896760,10549,"Apr 22, 2022, 12:59 PM",sell,211.5500030517578,207.09800092909072
13,CAT,CATERPILLAR INC,Creed Joseph E,Group President,"Apr 20, 2022",$235.00,5004,1175940,2757,"Apr 22, 2022, 12:59 PM",sell,211.5500030517578,207.09800092909072
14,PRVA,"Privia Health Group, Inc.",Mehrotra Parth,President and COO,"Apr 20, 2022",$27.93,20000,558600,97391,"Apr 22, 2022, 12:31 PM",sell,24.950000762939453,25.637833319769964
15,KR,KROGER CO,Massa Timothy A,Senior Vice President,"Apr 21, 2022",$58.03,50283,2917774,198239,"Apr 22, 2022, 12:15 PM",sell,56.63999938964844,46.430055469936796
16,CBSH,COMMERCE BANCSHARES INC /MO/,Brooks Derrick,Senior Vice President,"Apr 21, 2022",$74.12,87,6448,8993,"Apr 22, 2022, 11:31 AM",sell,70.30000305175781,69.00262978871663
17,CHH,CHOICE HOTELS INTERNATIONAL INC /DE,Pepper David A,Chief Development Officer,"Apr 20, 2022",$150.07,300,45021,30312,"Apr 22, 2022, 11:20 AM",sell,140.59500122070312,138.53725005255805
18,SLVM,Sylvamo Corp,INTERNATIONAL PAPER CO /NEW/,10% Owner,"Apr 21, 2022",$34.75,4132000,143587000,4614358,"Apr 22, 2022, 11:03 AM",sell,40.224998474121094,31.72314179910196
19,CCF,CHASE CORP,CHASE ADAM,PRESIDENT/CEO,"Apr 21, 2022",$90.00,1000,90000,189135,"Apr 22, 2022, 11:01 AM",sell,85.94999694824219,99.68938878377278
20,PRVA,"Privia Health Group, Inc.",Bartrum Thomas,"EVP, General Counsel","Apr 20, 2022",$27.93,10000,279300,27391,"Apr 22, 2022, 09:18 AM",sell,24.950000762939453,25.637833319769964
21,ALVR,"Allovir, Inc.",Hallal David,Director,"Apr 21, 2022",$5.87,4227,24812,2143614,"Apr 22, 2022, 08:31 AM",sell,4.574999809265137,15.117194432682462
22,ALVR,"Allovir, Inc.",Sinha Vikas,See Remarks,"Apr 20, 2022",$6.68,1162,7767,906633,"Apr 22, 2022, 08:29 AM",sell,4.574999809265137,15.117194432682462
23,ALVR,"Allovir, Inc.",VAN BEEK JEROEN B,Chief Commercial Officer,"Apr 20, 2022",$6.68,852,5695,404788,"Apr 22, 2022, 08:28 AM",sell,4.574999809265137,15.117194432682462
24,ALTR,Altair Engineering Inc.,Simon David L,Chief Administrative Officer,"Mar 09, 2020",$28.83,97,2796,25778,"Apr 22, 2022, 08:25 AM",sell,55.5099983215332,69.11016657087538
25,ALVR,"Allovir, Inc.",Atillasoy Ercem,See Remarks,"Apr 21, 2022",$5.86,1587,9301,121563,"Apr 22, 2022, 08:23 AM",sell,4.574999809265137,15.117194432682462
26,ALVR,"Allovir, Inc.",Atillasoy Ercem,See Remarks,"Apr 20, 2022",$6.68,453,3028,123150,"Apr 22, 2022, 08:23 AM",sell,4.574999809265137,15.117194432682462
27,ALVR,"Allovir, Inc.",Hagen Brett R,Chief Accounting Officer,"Apr 20, 2022",$6.68,276,1845,80368,"Apr 22, 2022, 08:20 AM",sell,4.574999809265137,15.117194432682462
28,SST,"System1, Inc.",Lone Star Friends Trust,10% Owner,"Apr 19, 2022",$20.14,285459,5749144,2751688,"Apr 21, 2022, 09:47 PM",sell,13.11989974975586,11.55294386545817
29,AN,"AUTONATION, INC.",LAMPERT EDWARD S,10% Owner,"Apr 19, 2022",$108.70,13391,1455631,9280959,"Apr 21, 2022, 09:30 PM",sell,111.0199966430664,114.15872213575575
30,CTKB,"Cytek Biosciences, Inc.",Yan Ming,Chief Technology Officer,"Apr 19, 2022",$10.34,20000,206800,8122803,"Apr 21, 2022, 08:58 PM",sell,9.390000343322754,18.06322219636705
31,CMPI,"Checkmate Pharmaceuticals, Inc.",venBio Global Strategic Fund II L.P.,10% Owner,"Apr 20, 2022",$10.39,85611,889387,3187840,"Apr 21, 2022, 08:54 PM",sell,10.395000457763672,3.8362500150998433
32,CMPI,"Checkmate Pharmaceuticals, Inc.",venBio Global Strategic Fund II L.P.,10% Owner,"Apr 19, 2022",$10.42,399923,4165238,3273451,"Apr 21, 2022, 08:54 PM",sell,10.395000457763672,3.8362500150998433
33,CMPI,"Checkmate Pharmaceuticals, Inc.",venBio Global Strategic Fund II L.P.,10% Owner,"Apr 21, 2022",$10.38,62200,645866,3125640,"Apr 21, 2022, 08:54 PM",sell,10.395000457763672,3.8362500150998433
34,GOOG,Alphabet Inc.,Page Lawrence,Director,"Apr 19, 2022",$2611.38,1956,5107853,19514870,"Apr 21, 2022, 08:49 PM",sell,2420.2099609375,2793.5824530707464
35,GOOG,Alphabet Inc.,Page Lawrence,Director,"Apr 19, 2022",$2590.79,11932,30913303,19527302,"Apr 21, 2022, 08:42 PM",sell,2420.2099609375,2793.5824530707464
36,GOOG,Alphabet Inc.,Page Lawrence,Director,"Apr 19, 2022",$2602.65,758,1972808,400,"Apr 21, 2022, 08:41 PM",sell,2420.2099609375,2793.5824530707464
37,GOOG,Alphabet Inc.,Page Lawrence,Director,"Apr 19, 2022",$2582.86,13130,33912961,13688,"Apr 21, 2022, 08:40 PM",sell,2420.2099609375,2793.5824530707464
38,ZM,"Zoom Video Communications, Inc.",Bawa Aparna,Chief Operating Officer,"Apr 20, 2022",$109.08,404,44068,89068,"Apr 21, 2022, 08:17 PM",sell,100.68000030517578,205.86238844129775
39,ZM,"Zoom Video Communications, Inc.",Bawa Aparna,Chief Operating Officer,"Apr 19, 2022",$109.92,2000,219846,91372,"Apr 21, 2022, 08:17 PM",sell,100.68000030517578,205.86238844129775
40,FNKO,"Funko, Inc.",Mariotti Brian Richard,CHIEF CREATIVE OFFICER,"Apr 19, 2022",$17.65,16820,296873,58138,"Apr 21, 2022, 08:11 PM",sell,16.371400833129883,17.820230028364392
41,ZIP,"ZIPRECRUITER, INC.",SAKAMOTO RYAN T.,General Counsel and Secretary,"Apr 20, 2022",$24.30,1787,43424,73996,"Apr 21, 2022, 08:01 PM",sell,22.739999771118164,24.877444415622286
42,ZIP,"ZIPRECRUITER, INC.",Garefis Amy,Chief Accounting Officer,"Apr 19, 2022",$25.00,3611,90275,123199,"Apr 21, 2022, 08:00 PM",sell,22.739999771118164,24.877444415622286
43,SEAT,Vivid Seats Inc.,Wagner Jonathan Miles,Chief Technology Officer,"Apr 20, 2022",$10.35,1790,18527,8571,"Apr 21, 2022, 08:00 PM",sell,10.149999618530273,11.086976790612983
44,SEAT,Vivid Seats Inc.,Pickus Edward,Chief Accounting Officer,"Apr 20, 2022",$10.35,525,5434,2470,"Apr 21, 2022, 07:59 PM",sell,10.149999618530273,11.086976790612983
45,SEAT,Vivid Seats Inc.,Morris David E.,General Counsel,"Apr 20, 2022",$10.35,445,4606,2028,"Apr 21, 2022, 07:57 PM",sell,10.149999618530273,11.086976790612983
46,SEAT,Vivid Seats Inc.,Bakal Riva,"SVP, Strategy & Product","Apr 20, 2022",$10.35,1136,11758,5216,"Apr 21, 2022, 07:56 PM",sell,10.149999618530273,11.086976790612983
47,FRSH,Freshworks Inc.,Morales Jose,Chief Revenue Officer,"Apr 19, 2022",$20.00,1984,39680,0,"Apr 21, 2022, 07:47 PM",sell,18.579999923706055,28.113959818078367
48,FXLV,F45 Training Holdings Inc.,Wahlberg Mark,Director,"Apr 21, 2022",$10.44,40743,425357,1721606,"Apr 21, 2022, 07:36 PM",sell,9.789999961853027,12.885444482167562
49,FXLV,F45 Training Holdings Inc.,Wahlberg Mark,Director,"Apr 20, 2022",$10.62,30000,318600,1762349,"Apr 21, 2022, 07:36 PM",sell,9.789999961853027,12.885444482167562
50,FXLV,F45 Training Holdings Inc.,Wahlberg Mark,Director,"Apr 19, 2022",$10.58,29100,307878,1792349,"Apr 21, 2022, 07:36 PM",sell,9.789999961853027,12.885444482167562
51,HCAT,"Health Catalyst, Inc.",Llewelyn Linda,Chief People Officer,"Apr 18, 2022",$22.58,2039,46050,62233,"Apr 21, 2022, 07:10 PM",sell,20.049999237060547,39.29483331044515
52,CRXT,CLARUS THERAPEUTICS INC,THOMAS MCNERNEY & PARTNERS LP,10% Owner,"Apr 20, 2022",$2.53,3752912,9494867,958989,"Apr 21, 2022, 07:04 PM",sell,0.8600000143051147,3.8580722182989122
53,KRTX,"Karuna Therapeutics, Inc.",Ignelzi Troy A.,Chief Financial Officer,"Apr 21, 2022",$134.46,40,5378,24970,"Apr 21, 2022, 07:04 PM",sell,126.29000091552734,120.8911110772027
54,KRTX,"Karuna Therapeutics, Inc.",Ignelzi Troy A.,Chief Financial Officer,"Apr 20, 2022",$133.20,704,93773,24970,"Apr 21, 2022, 07:04 PM",sell,126.29000091552734,120.8911110772027
55,KRTX,"Karuna Therapeutics, Inc.",Ignelzi Troy A.,Chief Financial Officer,"Apr 19, 2022",$130.81,3500,457835,24970,"Apr 21, 2022, 07:04 PM",sell,126.29000091552734,120.8911110772027
56,FB,"Meta Platforms, Inc.",Newstead Jennifer,Chief Legal Officer,"Apr 19, 2022",$210.70,476,100294,13450,"Apr 21, 2022, 06:57 PM",sell,181.99000549316406,299.8990564134386
57,CBL,CBL & ASSOCIATES PROPERTIES INC,"Oaktree Capital Management GP, LLC",10% Owner,"Apr 19, 2022",$31.00,585735,18158140,535735,"Apr 21, 2022, 06:45 PM",sell,28.3700008392334,29.737749942143758
58,CBL,CBL & ASSOCIATES PROPERTIES INC,OAKTREE CAPITAL MANAGEMENT LP,10% Owner,"Apr 19, 2022",$31.00,585735,18158140,535735,"Apr 21, 2022, 06:43 PM",sell,28.3700008392334,29.737749942143758
59,SITM,SITIME Corp,VASHIST RAJESH,Chief Executive Officer,"Apr 20, 2022",$180.89,5000,904450,613300,"Apr 21, 2022, 06:41 PM",sell,167.6199951171875,229.8556121826172
60,CRM,"Salesforce, Inc.",Benioff Marc,Chairman and Co-CEO,"Apr 20, 2022",$187.87,2300,432100,28927561,"Apr 21, 2022, 06:39 PM",sell,171.0800018310547,246.25561074150934
61,CMC,COMMERCIAL METALS Co,Smith Barbara,"Chairman, President & CEO","Apr 21, 2022",$46.52,11418,531165,508785,"Apr 21, 2022, 06:37 PM",sell,40.52000045776367,35.321833271450465
62,CMC,COMMERCIAL METALS Co,Smith Barbara,"Chairman, President & CEO","Apr 20, 2022",$46.46,13582,631020,520203,"Apr 21, 2022, 06:37 PM",sell,40.52000045776367,35.321833271450465
63,SGEN,Seagen Inc.,GRYSKA DAVID W,Director,"Apr 19, 2022",$143.95,4000,575783,46250,"Apr 21, 2022, 06:37 PM",sell,137.38999938964844,152.85711110432942
64,ARQT,"Arcutis Biotherapeutics, Inc.",OSBORNE DAVID W,Chief Technical Officer,"Apr 21, 2022",$20.42,2197,44872,257229,"Apr 21, 2022, 06:32 PM",sell,20.55500030517578,19.294972287284004
65,SPT,"Sprout Social, Inc.",Rankin Aaron Edward Frederick,Chief Technology Officer,"Apr 20, 2022",$68.63,32000,2196058,21013,"Apr 21, 2022, 06:11 PM",sell,63.69499969482422,95.87019468943278
66,TRGP,Targa Resources Corp.,Muraro Robert,Chief Commercial Officer,"Apr 20, 2022",$80.10,10000,801044,186947,"Apr 21, 2022, 06:08 PM",sell,71.86000061035156,57.143166648017036
67,FPH,"Five Point Holdings, LLC","Luxor Capital Group, LP",10% Owner,"Apr 20, 2022",$6.04,8784,53063,126210,"Apr 21, 2022, 06:07 PM",sell,5.769999980926514,6.736944450272454
68,FPH,"Five Point Holdings, LLC","Luxor Capital Group, LP",10% Owner,"Apr 19, 2022",$5.97,45208,269676,178599,"Apr 21, 2022, 06:07 PM",sell,5.769999980926514,6.736944450272454
69,FPH,"Five Point Holdings, LLC","Luxor Capital Group, LP",10% Owner,"Apr 21, 2022",$6.03,11206,67589,115004,"Apr 21, 2022, 06:07 PM",sell,5.769999980926514,6.736944450272454
70,S,"SentinelOne, Inc.",Bernhardt David J.,Chief Financial Officer,"Apr 20, 2022",$36.33,3850,139874,107032,"Apr 21, 2022, 05:57 PM",sell,33.904998779296875,50.66402810414632
71,S,"SentinelOne, Inc.",Bernhardt David J.,Chief Financial Officer,"Apr 19, 2022",$36.92,3850,142124,110082,"Apr 21, 2022, 05:57 PM",sell,33.904998779296875,50.66402810414632
72,ETR,ENTERGY CORP /DE/,NORGEOT PETER S JR,"SVP, Operations & Development","Apr 20, 2022",$125.62,4068,511022,25355,"Apr 21, 2022, 05:56 PM",sell,121.0,109.15799980163574
73,NEWR,"NEW RELIC, INC.",Sachleben Mark,Chief Financial Officer,"Apr 20, 2022",$70.52,15616,1101240,16524,"Apr 21, 2022, 05:54 PM",sell,66.87000274658203,84.94899991353353
74,NEWR,"NEW RELIC, INC.",Staples William,Chief Executive Officer,"Apr 20, 2022",$70.54,13175,929365,45492,"Apr 21, 2022, 05:50 PM",sell,66.87000274658203,84.94899991353353
75,PBF,PBF Energy Inc.,Control Empresarial de Capitales S.A. de C.V.,10% Owner,"Mar 19, 2022",$29.68,346060,10270562,23218183,"Apr 21, 2022, 05:50 PM",sell,24.40999984741211,15.926444427172344
76,PBF,PBF Energy Inc.,Control Empresarial de Capitales S.A. de C.V.,10% Owner,"Mar 20, 2022",$29.21,1000000,29212900,22217123,"Apr 21, 2022, 05:50 PM",sell,24.40999984741211,15.926444427172344
77,PSMT,PRICESMART INC,Maslowski Nicolas,EVP-Member Experience,"Apr 19, 2022",$81.59,2839,231634,14060,"Apr 21, 2022, 05:49 PM",sell,77.94000244140625,76.77227778964573
78,PSMT,PRICESMART INC,Biehl Juan Ignacio,EVP and CTO,"Apr 19, 2022",$82.37,3230,266054,9131,"Apr 21, 2022, 05:48 PM",sell,77.94000244140625,76.77227778964573
79,COOP,Mr. Cooper Group Inc.,Bray Jesse K,Chief Executive Officer,"Apr 20, 2022",$46.50,46000,2139000,1094915,"Apr 21, 2022, 05:47 PM",sell,44.40999984741211,42.83616676330566
80,NEWR,"NEW RELIC, INC.",Friedrichs Kristy,Chief Operating Officer,"Apr 20, 2022",$70.47,3472,244672,10380,"Apr 21, 2022, 05:38 PM",sell,66.87000274658203,84.94899991353353
81,CXM,"Sprinklr, Inc.",Lazzaron Luca,Chief Revenue Officer,"Apr 20, 2022",$13.59,5800,78822,528148,"Apr 21, 2022, 05:37 PM",sell,13.484999656677246,14.921305614047581
82,CXM,"Sprinklr, Inc.",Lazzaron Luca,Chief Revenue Officer,"Apr 19, 2022",$13.52,15000,202800,528148,"Apr 21, 2022, 05:37 PM",sell,13.484999656677246,14.921305614047581
83,DASH,"DoorDash, Inc.",Fang Andy,Director,"Apr 19, 2022",$102.43,40000,4097314,61546,"Apr 21, 2022, 05:37 PM",sell,91.17500305175781,156.24147198994953
84,DASH,"DoorDash, Inc.",Fang Andy,Director,"Apr 20, 2022",$102.52,40000,4100781,60330,"Apr 21, 2022, 05:37 PM",sell,91.17500305175781,156.24147198994953
85,NEWR,"NEW RELIC, INC.",Hurn Steve,Chief Sales Officer,"Apr 20, 2022",$70.52,4642,327354,24329,"Apr 21, 2022, 05:36 PM",sell,66.87000274658203,84.94899991353353
86,CRWD,"CrowdStrike Holdings, Inc.",Henry Shawn,Please see remarks,"Apr 19, 2022",$228.02,20839,4751636,210985,"Apr 21, 2022, 05:35 PM",sell,211.0841064453125,224.85641233656142
87,PRGS,PROGRESS SOFTWARE CORP /MA,Gupta Yogesh K,Chief Executive Officer,"Mar 21, 2022",$45.35,5000,226726,95000,"Apr 21, 2022, 05:32 PM",sell,47.40999984741211,47.13883330027262
88,ENFN,"Enfusion, Inc.",Bernstein Bradford E,Director,"Oct 25, 2021",$15.90,4075531,64780567,31297606,"Apr 21, 2022, 05:30 PM",sell,12.670000076293945,16.78812502324581
89,FSLY,"Fastly, Inc.",KISLING RONALD W,Chief Financial Officer,"Apr 20, 2022",$17.99,4825,86802,301143,"Apr 21, 2022, 05:12 PM",sell,17.299999237060547,34.22455548180474
90,FSLY,"Fastly, Inc.",KISLING RONALD W,Chief Financial Officer,"Apr 19, 2022",$19.06,5083,96882,305968,"Apr 21, 2022, 05:12 PM",sell,17.299999237060547,34.22455548180474
91,COUR,"Coursera, Inc.",Ng Andrew Y.,Director,"Apr 19, 2022",$22.42,40000,896999,7533505,"Apr 21, 2022, 05:10 PM",sell,21.649999618530273,27.611777718861898
92,LIND,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",Dryden L. Dyson,Director,"Apr 19, 2022",$16.03,20837,334105,1008985,"Apr 21, 2022, 05:03 PM",sell,16.15999984741211,15.51727777587043
93,CDLX,"Cardlytics, Inc.",Grimes Scott D.,Director,"Apr 19, 2022",$50.09,4098,205269,243606,"Apr 21, 2022, 05:03 PM",sell,37.95000076293945,70.95769462585449
94,SMCI,"Super Micro Computer, Inc.",Liang Charles,President and CEO,"Apr 19, 2022",$42.00,5388,226296,45305,"Apr 21, 2022, 05:02 PM",sell,42.369998931884766,39.8383333630032
95,GMED,GLOBUS MEDICAL INC,Davidar David D,Director,"Apr 19, 2022",$78.03,31500,2458071,601275,"Apr 21, 2022, 05:00 PM",sell,69.83000183105469,73.34627770317925
96,SMCI,"Super Micro Computer, Inc.",Liu Liang Chiu-Chu Sara,Director,"Apr 19, 2022",$42.00,5388,226296,45305,"Apr 21, 2022, 05:00 PM",sell,42.369998931884766,39.8383333630032
97,CRNX,"Crinetics Pharmaceuticals, Inc.",Betz Stephen F.,Chief Scientific Officer,"Apr 18, 2022",$25.81,5664,146188,110845,"Apr 21, 2022, 05:00 PM",sell,21.350000381469727,22.472611077626546
98,SNCY,"Sun Country Airlines Holdings, Inc.",Levenhagen Eric,"Chief Admin. Off., GC & Sec.","Apr 19, 2022",$27.63,59349,1640074,1337,"Apr 21, 2022, 04:52 PM",sell,26.780000686645508,28.866222190856934
99,SNCY,"Sun Country Airlines Holdings, Inc.",Davis Brian Edward,Chief Marketing Officer & SVP,"Apr 20, 2022",$27.89,1000,27889,1337,"Apr 21, 2022, 04:49 PM",sell,26.780000686645508,28.866222190856934
100,DXLG,"DESTINATION XL GROUP, INC.","AWM Investment Company, Inc.",10% Owner,"Apr 20, 2022",$5.11,50000,255475,10976748,"Apr 21, 2022, 04:48 PM",sell,4.639999866485596,5.745444444815318
101,DXLG,"DESTINATION XL GROUP, INC.","AWM Investment Company, Inc.",10% Owner,"Apr 19, 2022",$5.36,55045,294800,11079384,"Apr 21, 2022, 04:48 PM",sell,4.639999866485596,5.745444444815318
102,DXLG,"DESTINATION XL GROUP, INC.","AWM Investment Company, Inc.",10% Owner,"Apr 21, 2022",$5.11,6314,32265,10970434,"Apr 21, 2022, 04:48 PM",sell,4.639999866485596,5.745444444815318
1,DXLG,"DESTINATION XL GROUP, INC.","AWM Investment Company, Inc.",10% Owner,"Apr 21, 2022",$5.11,6314,32265,10970434,"Apr 21, 2022, 04:48 PM",sell,4.639999866485596,5.745444444815318
2,DXLG,"DESTINATION XL GROUP, INC.","AWM Investment Company, Inc.",10% Owner,"Apr 20, 2022",$5.11,50000,255475,10976748,"Apr 21, 2022, 04:48 PM",sell,4.639999866485596,5.745444444815318
3,DXLG,"DESTINATION XL GROUP, INC.","AWM Investment Company, Inc.",10% Owner,"Apr 19, 2022",$5.36,55045,294800,11079384,"Apr 21, 2022, 04:48 PM",sell,4.639999866485596,5.745444444815318
4,NRC,NATIONAL RESEARCH CORP,Amandla MK Trust,10% Owner,"Apr 19, 2022",$39.90,1322,52743,5934272,"Apr 21, 2022, 04:48 PM",sell,36.95000076293945,43.035416560702856
5,NRC,NATIONAL RESEARCH CORP,Amandla MK Trust,10% Owner,"Apr 20, 2022",$39.92,2200,87813,5932072,"Apr 21, 2022, 04:48 PM",sell,36.95000076293945,43.035416560702856
6,VRSN,VERISIGN INC/CA,BIDZOS D JAMES,Exec. Chairman & CEO,"Apr 20, 2022",$219.93,13000,2859068,711815,"Apr 21, 2022, 04:45 PM",sell,207.2899932861328,222.03550033569337
7,VRSN,VERISIGN INC/CA,BIDZOS D JAMES,Exec. Chairman & CEO,"Apr 19, 2022",$213.97,3000,641898,715812,"Apr 21, 2022, 04:45 PM",sell,207.2899932861328,222.03550033569337
8,CAG,CONAGRA BRANDS INC.,Batcheler Colleen,EVP Gen Counsel & Corp Secty,"Apr 19, 2022",$36.02,72480,2610730,159944,"Apr 21, 2022, 04:41 PM",sell,35.54999923706055,33.56972237692939
9,SST,"System1, Inc.","Cannae Holdings, Inc.",10% Owner,"Apr 20, 2022",$14.03,165280,2319242,26453256,"Apr 21, 2022, 04:40 PM",sell,13.11989974975586,11.55294386545817
10,SST,"System1, Inc.","Cannae Holdings, Inc.",10% Owner,"Apr 19, 2022",$13.99,563264,7881886,26953245,"Apr 21, 2022, 04:40 PM",sell,13.11989974975586,11.55294386545817
11,AQUA,Evoqua Water Technologies Corp.,Bhambri Nick,Director,"Apr 20, 2022",$45.08,87641,3950900,23765,"Apr 21, 2022, 04:36 PM",sell,42.369998931884766,42.21022209591336
12,AQUA,Evoqua Water Technologies Corp.,Bhambri Nick,Director,"Apr 19, 2022",$45.01,37359,1681402,23765,"Apr 21, 2022, 04:36 PM",sell,42.369998931884766,42.21022209591336
13,VATE,INNOVATE Corp.,Herbst Suzi R,Chief Operating Officer,"Apr 12, 2022",$3.75,200,750,213559,"Apr 21, 2022, 04:32 PM",sell,3.190000057220459,3.8017777813805473
14,AWI,ARMSTRONG WORLD INDUSTRIES INC,Hershey Mark A,SVP Americas,"Apr 21, 2022",$95.11,1365,129825,45053,"Apr 21, 2022, 04:31 PM",sell,90.69000244140625,101.70883348253038
15,STE,STERIS plc,Zangerle John Adam,"Sr. VP, Gen Counsel, and Sec.","Apr 20, 2022",$255.48,8000,2043876,31023,"Apr 21, 2022, 04:30 PM",sell,232.5500030517578,228.35105616251627
16,ABNB,"Airbnb, Inc.",Stephenson Dave,Chief Financial Officer,"Dec 10, 2021",$177.81,35000,6223350,229524,"Apr 21, 2022, 04:30 PM",sell,156.4250030517578,165.7905280219184
17,ABNB,"Airbnb, Inc.",Bernstein David C,Chief Accounting Officer,"Dec 10, 2021",$177.81,100000,17781000,55465,"Apr 21, 2022, 04:30 PM",sell,156.4250030517578,165.7905280219184
18,GS,GOLDMAN SACHS GROUP INC,SOLOMON DAVID M,Chairman of the Board and CEO,"Apr 19, 2022",$334.57,9768,3268080,96467,"Apr 21, 2022, 04:30 PM",sell,314.29998779296875,376.1116672092014
19,MYOV,Myovant Sciences Ltd.,Lang Matthew,General Counsel & Corp. Secy.,"Apr 19, 2022",$10.45,8002,83621,276037,"Apr 21, 2022, 04:28 PM",sell,9.979999542236328,17.301500007841323
20,MYOV,Myovant Sciences Ltd.,Arjona Ferreira Juan Camilo,Chief Medical Officer,"Apr 19, 2022",$10.45,4632,48404,260129,"Apr 21, 2022, 04:27 PM",sell,9.979999542236328,17.301500007841323
21,BSX,BOSTON SCIENTIFIC CORP,Mirviss Jeffrey B.,"EVP&Pres, Periph Intervent","Apr 20, 2022",$46.50,9645,448493,110316,"Apr 21, 2022, 04:26 PM",sell,44.060001373291016,43.2315555996365
22,MYOV,Myovant Sciences Ltd.,Merendino Lauren,Chief Commercial Officer,"Apr 19, 2022",$10.45,7049,73662,174953,"Apr 21, 2022, 04:25 PM",sell,9.979999542236328,17.301500007841323
23,MYOV,Myovant Sciences Ltd.,Marek David C,Principal Executive Officer,"Apr 19, 2022",$10.45,24594,257007,447956,"Apr 21, 2022, 04:25 PM",sell,9.979999542236328,17.301500007841323
24,PG,PROCTER & GAMBLE Co,Francisco Ma. Fatima,"CEO - Baby, Fem & Family Care","Apr 21, 2022",$164.10,18000,2953849,7020,"Apr 21, 2022, 04:23 PM",sell,160.2550048828125,151.07302831013996
25,SMFR,Sema4 Holdings Corp.,Saad Kareem,Chief Business Officer,"Apr 20, 2022",$2.49,6269,15610,64289,"Apr 21, 2022, 04:21 PM",sell,2.194999933242798,5.768138906690809
26,CNXN,PC CONNECTION INC,GALLUP PATRICIA,Chairman & Chief Admin Officer,"Apr 20, 2022",$52.63,4399,231519,7156037,"Apr 21, 2022, 04:17 PM",sell,49.0,46.84561114841037
27,CNXN,PC CONNECTION INC,GALLUP PATRICIA,Chairman & Chief Admin Officer,"Apr 19, 2022",$52.12,2589,134939,7160436,"Apr 21, 2022, 04:17 PM",sell,49.0,46.84561114841037
28,SWAV,"Shockwave Medical, Inc.",WATKINS FRANK T,Director,"Apr 20, 2022",$206.01,3000,618020,26102,"Apr 21, 2022, 04:17 PM",sell,181.47999572753906,189.12644454108343
29,GLW,CORNING INC /NY,France Robert P.,"Senior VP, Human Resources","Apr 20, 2022",$35.03,2190,76706,30000,"Apr 21, 2022, 04:16 PM",sell,33.439998626708984,38.123610983954535
30,GLW,CORNING INC /NY,Bell Michael Alan,"Senior VP & GM, Optical Comm.","Apr 20, 2022",$35.03,3355,117521,0,"Apr 21, 2022, 04:15 PM",sell,33.439998626708984,38.123610983954535
31,TYME,"TYME TECHNOLOGIES, INC.",Demurjian Michael,10% Owner,"Apr 19, 2022",$0.32,40000,12940,23648846,"Apr 21, 2022, 04:12 PM",sell,0.3260999917984009,0.6977505531575945
32,TYME,"TYME TECHNOLOGIES, INC.",Demurjian Michael,10% Owner,"Apr 20, 2022",$0.32,40000,12952,23608846,"Apr 21, 2022, 04:12 PM",sell,0.3260999917984009,0.6977505531575945
33,QLYS,"QUALYS, INC.",POSEY BRUCE K,Chief Legal Officer,"Apr 20, 2022",$146.64,9500,1393041,77859,"Apr 21, 2022, 04:10 PM",sell,140.5,126.23022223578559
34,BRX,Brixmor Property Group Inc.,Taylor James M Jr,President and CEO,"Apr 19, 2022",$26.50,20000,530000,506661,"Apr 21, 2022, 04:07 PM",sell,25.485000610351562,24.403083324432373
35,BRX,Brixmor Property Group Inc.,SIEGEL STEVEN F,See Remarks,"Apr 19, 2022",$26.50,20000,530000,304000,"Apr 21, 2022, 04:06 PM",sell,25.485000610351562,24.403083324432373
36,BRX,Brixmor Property Group Inc.,SIEGEL STEVEN F,See Remarks,"Apr 20, 2022",$27.00,20000,540000,284000,"Apr 21, 2022, 04:06 PM",sell,25.485000610351562,24.403083324432373
37,BWB,Bridgewater Bancshares Inc,Baack Jerry J.,PRESIDENT & CEO,"Apr 20, 2022",$16.79,4166,69938,1207140,"Apr 21, 2022, 04:06 PM",sell,16.315000534057617,17.25936116642422
38,AGL,"agilon health, inc.",Desai Veeral,Chief Strategy & Dev. Officer,"Apr 19, 2022",$22.74,106357,2418558,278211,"Apr 21, 2022, 04:05 PM",sell,19.479400634765625,24.687052228715686
39,AGL,"agilon health, inc.",Desai Veeral,Chief Strategy & Dev. Officer,"Apr 20, 2022",$22.34,106357,2376015,278211,"Apr 21, 2022, 04:05 PM",sell,19.479400634765625,24.687052228715686
